                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                0.78531,                0.44751,                0.96012,                0.96405,                0.89804,                0.93038,                0.65355,                 1.0163,                0.47187,                 1.0552,              0.0025255,              0.0025255,              0.0025255
                    153,                0.77921,                0.43446,                0.94609,                0.96216,                0.89855,                 0.9304,                0.65298,                 1.0163,                0.47222,                 1.0553,               0.002476,               0.002476,               0.002476
                    154,                0.78001,                0.43427,                0.94948,                0.96265,                0.89831,                0.93032,                0.65312,                 1.0163,                0.47201,                 1.0552,              0.0024265,              0.0024265,              0.0024265
                    155,                0.76448,                0.43255,                0.94558,                0.96328,                0.89855,                0.93031,                0.65372,                 1.0166,                0.47188,                 1.0554,               0.002377,               0.002377,               0.002377
                    156,                0.76115,                0.42814,                0.94576,                0.96359,                0.89804,                0.93034,                0.65346,                  1.017,                 0.4726,                 1.0555,              0.0023275,              0.0023275,              0.0023275
                    157,                0.75772,                0.42809,                0.94119,                0.96381,                0.89804,                0.93038,                0.65359,                 1.0162,                0.47295,                 1.0552,               0.002278,               0.002278,               0.002278
                    158,                0.75145,                0.42369,                0.94343,                0.96367,                0.89804,                0.93048,                0.65376,                 1.0168,                0.47242,                 1.0552,              0.0022285,              0.0022285,              0.0022285
                    159,                0.75335,                0.42279,                0.93956,                0.96384,                0.89823,                0.93056,                0.65402,                 1.0172,                0.47291,                  1.055,               0.002179,               0.002179,               0.002179
                    160,                0.75695,                0.42432,                0.93704,                0.96376,                0.89849,                0.93078,                0.65405,                 1.0166,                0.47299,                 1.0545,              0.0021295,              0.0021295,              0.0021295
                    161,                0.74769,                  0.423,                0.94294,                0.96376,                0.89852,                  0.931,                  0.654,                 1.0165,                0.47289,                 1.0543,                0.00208,                0.00208,                0.00208
                    162,                0.74863,                0.42192,                0.94449,                0.96271,                0.89801,                0.93069,                 0.6549,                 1.0168,                0.47375,                 1.0545,              0.0020305,              0.0020305,              0.0020305
                    163,                0.74656,                0.42034,                0.93826,                0.96329,                0.89833,                0.93109,                0.65393,                 1.0171,                0.47311,                 1.0545,               0.001981,               0.001981,               0.001981
                    164,                0.74194,                0.41663,                0.93615,                0.96331,                0.89861,                0.93116,                0.65387,                  1.017,                0.47298,                 1.0543,              0.0019315,              0.0019315,              0.0019315
                    165,                0.73938,                0.41846,                0.93885,                0.96283,                0.89855,                  0.931,                0.65332,                 1.0168,                 0.4729,                 1.0543,               0.001882,               0.001882,               0.001882
                    166,                0.74565,                0.41021,                0.93538,                0.96341,                0.89758,                0.93099,                0.65311,                 1.0168,                 0.4726,                 1.0543,              0.0018325,              0.0018325,              0.0018325
                    167,                 0.7377,                0.43834,                0.94754,                0.96396,                0.89734,                0.93084,                0.65321,                 1.0166,                 0.4728,                 1.0541,               0.001783,               0.001783,               0.001783
                    168,                0.73067,                0.41459,                0.93695,                  0.966,                0.89827,                0.93152,                0.65327,                 1.0171,                 0.4727,                 1.0545,              0.0017335,              0.0017335,              0.0017335
                    169,                0.72313,                0.40468,                0.93087,                0.96526,                0.89783,                0.93075,                0.65354,                 1.0167,                 0.4727,                 1.0541,               0.001684,               0.001684,               0.001684
                    170,                0.72105,                0.40287,                0.93424,                0.96566,                0.89734,                0.93071,                0.65326,                 1.0168,                0.47307,                 1.0543,              0.0016345,              0.0016345,              0.0016345
                    171,                0.72565,                0.40872,                0.93839,                0.96593,                0.89754,                0.93109,                0.65321,                 1.0171,                0.47256,                 1.0544,               0.001585,               0.001585,               0.001585
                    172,                0.71209,                0.39297,                0.92976,                0.96518,                0.89754,                0.93079,                0.65325,                 1.0172,                0.47287,                 1.0546,              0.0015355,              0.0015355,              0.0015355
                    173,                0.72034,                0.40662,                0.93108,                0.96514,                0.89754,                0.93091,                0.65335,                 1.0177,                 0.4729,                 1.0549,               0.001486,               0.001486,               0.001486
                    174,                0.70939,                0.39836,                0.93248,                 0.9655,                0.89788,                0.93087,                0.65334,                 1.0177,                0.47291,                 1.0549,              0.0014365,              0.0014365,              0.0014365
                    175,                0.70712,                0.39777,                0.92929,                0.96548,                0.89787,                0.93093,                0.65274,                 1.0172,                0.47297,                 1.0547,               0.001387,               0.001387,               0.001387
                    176,                0.70432,                0.39139,                0.92462,                0.96604,                0.89843,                0.93177,                0.65273,                 1.0175,                0.47325,                 1.0548,              0.0013375,              0.0013375,              0.0013375
                    177,                0.70583,                0.39077,                0.92809,                0.96674,                0.89881,                0.93186,                0.65266,                 1.0179,                0.47347,                 1.0551,               0.001288,               0.001288,               0.001288
                    178,                 0.7007,                0.38691,                0.92565,                0.96598,                0.89852,                0.93198,                0.65335,                 1.0178,                0.47396,                 1.0552,              0.0012385,              0.0012385,              0.0012385
                    179,                 0.7033,                0.39317,                0.92705,                0.96605,                0.89893,                0.93194,                0.65299,                  1.018,                0.47438,                 1.0557,               0.001189,               0.001189,               0.001189
                    180,                0.68804,                0.38451,                0.91933,                  0.966,                0.89901,                 0.9319,                0.65333,                 1.0185,                 0.4748,                 1.0563,              0.0011395,              0.0011395,              0.0011395
                    181,                0.68865,                0.38854,                0.92141,                0.96599,                0.89901,                0.93211,                0.65391,                 1.0184,                0.47563,                 1.0563,                0.00109,                0.00109,                0.00109
                    182,                0.69397,                0.38207,                0.92245,                0.96599,                0.89901,                0.93185,                0.65356,                 1.0184,                0.47541,                 1.0567,              0.0010405,              0.0010405,              0.0010405
                    183,                0.69005,                0.38511,                0.92173,                0.96708,                0.89959,                 0.9323,                0.65351,                 1.0186,                0.47593,                 1.0568,               0.000991,               0.000991,               0.000991
                    184,                 0.6797,                0.37506,                0.91495,                0.96719,                0.89963,                 0.9323,                0.65359,                  1.019,                0.47668,                 1.0573,              0.0009415,              0.0009415,              0.0009415
                    185,                0.67964,                0.37866,                0.91964,                0.96718,                0.89958,                0.93227,                0.65366,                 1.0196,                0.47673,                 1.0574,               0.000892,               0.000892,               0.000892
                    186,                0.68424,                0.37899,                0.91958,                0.96718,                0.89959,                0.93184,                0.65341,                 1.0198,                0.47702,                 1.0578,              0.0008425,              0.0008425,              0.0008425
                    187,                0.67922,                0.37105,                0.91464,                0.96717,                0.89924,                0.93188,                0.65352,                 1.0199,                0.47818,                 1.0582,               0.000793,               0.000793,               0.000793
                    188,                0.67578,                0.37306,                0.91649,                0.96774,                0.89997,                0.93228,                0.65385,                 1.0203,                0.47886,                 1.0583,              0.0007435,              0.0007435,              0.0007435
                    189,                0.67831,                0.39117,                0.91807,                0.96656,                0.90172,                0.93247,                0.65348,                 1.0204,                0.47891,                 1.0585,               0.000694,               0.000694,               0.000694
                    190,                0.67759,                0.38425,                0.91943,                0.96678,                0.90056,                 0.9322,                0.65333,                 1.0203,                 0.4788,                 1.0586,              0.0006445,              0.0006445,              0.0006445
                    191,                0.65073,                0.32079,                0.88151,                0.96669,                 0.9008,                0.93234,                 0.6536,                 1.0204,                0.47969,                 1.0589,               0.000595,               0.000595,               0.000595
                    192,                0.62763,                 0.3084,                0.87556,                0.96623,                0.90055,                0.93225,                 0.6533,                 1.0209,                0.48037,                 1.0594,              0.0005455,              0.0005455,              0.0005455
                    193,                0.62721,                0.30742,                0.87436,                0.96722,                0.90055,                0.93227,                0.65414,                 1.0206,                0.48074,                 1.0593,               0.000496,               0.000496,               0.000496
                    194,                0.62985,                0.31493,                0.87348,                0.96738,                0.90005,                0.93235,                0.65338,                  1.021,                0.48067,                 1.0597,              0.0004465,              0.0004465,              0.0004465
                    195,                0.61853,                0.30415,                0.86913,                0.96715,                0.90019,                0.93233,                0.65349,                 1.0208,                0.48084,                 1.0598,               0.000397,               0.000397,               0.000397
                    196,                0.60444,                0.29763,                0.86405,                0.96698,                0.90052,                0.93267,                0.65396,                 1.0209,                0.48104,                   1.06,              0.0003475,              0.0003475,              0.0003475
                    197,                0.61194,                0.29911,                0.86647,                0.96717,                0.90025,                0.93252,                0.65422,                 1.0211,                0.48141,                 1.0602,               0.000298,               0.000298,               0.000298
                    198,                0.60588,                 0.2979,                0.86843,                0.96769,                0.90019,                0.93252,                0.65413,                 1.0212,                0.48158,                 1.0604,              0.0002485,              0.0002485,              0.0002485
                    199,                0.60312,                0.29567,                0.86264,                0.96767,                0.90024,                 0.9325,                0.65398,                 1.0214,                0.48221,                  1.061,               0.000199,               0.000199,               0.000199
                    200,                0.61276,                0.30344,                0.86778,                0.96854,                0.89853,                0.93199,                0.65397,                 1.0217,                0.48244,                 1.0612,              0.0001495,              0.0001495,              0.0001495
